trace,determinant,max eigenvalue,iterations,min eigenvalue,iterations
-0.18262690029498607,-1.01395800821,-1.10242054228,65,1.087204405,62
1.7450017756782965,0.430282703392,1.44779492746,9,3.36477378938,7
2.680457944671022,2.581323836,does not converge,,does not converge,
1.1041240097402056,-0.191745317837,1.256704448,6,-6.55401824459,8
0.8020048456223421,0.344727669896,does not converge,,does not converge,
0.014073778427170502,-1.47296539997,does not converge,,does not converge,
3.2881254031434204,1.5348747887,2.72483159129,7,1.77526897204,9
-2.518010959620197,2.74414737811,does not converge,,does not converge,
0.47344258315425947,-1.16112681163,1.33995375261,24,-1.15401470081,30
-1.6546280990886713,-0.558591607235,-1.94222901401,5,3.47701606281,10
1.1683891318169635,0.469516603113,does not converge,,does not converge,
-0.08273062723241775,-0.0423168057885,-0.251175207745,31,5.93600416442,27
-2.2313093984283854,-0.500482182379,-2.4367020333,8,4.8687069176,4
0.26319998745634665,-1.31314179911,1.2850763118,30,-0.97863365524,70
-2.1357230896862034,0.250713797976,-2.01105495274,5,-8.02131678343,6
0.8196128775455742,-0.46534389176,1.20560812152,9,-2.59077673967,13
2.0949331543948717,1.93913586695,does not converge,,does not converge,
2.82818224365765,3.00415963004,does not converge,,does not converge,
1.6512179642014524,-0.315851882503,1.82435027285,7,-5.77596377819,6
-1.9226077921412132,4.01289138416,does not converge,,does not converge,
1.6351813300269327,1.08603521622,does not converge,,does not converge,
2.312161890050009,1.15407625609,1.58325386073,11,1.37188117789,15
2.006917715637435,-2.01940688819,2.74309277647,13,-1.35835950685,7
1.7923054840970032,-1.38756502013,2.3762357359,10,-1.71252969131,9
-1.3201354536202854,0.152397792125,-1.19231988591,6,-7.82373263599,7
2.6685769196463123,1.09792725526,2.16035230418,9,1.96766867784,8
-2.154107299612366,0.0340328974511,-2.13819067863,4,-62.8271695834,4
-1.1479823866149093,-2.13036778748,-2.14238973116,17,1.00564484422,15
-3.0875206965224584,-0.669106764989,-3.29084508169,5,4.9182636692,6
-1.1568484320736112,-0.365937324775,-1.41538429564,6,3.86784639781,10
-0.13250921170334395,-1.00968284208,-1.07324431248,70,does not converge,
2.7562980509321653,3.93917453164,does not converge,,does not converge,
-0.5551454370853883,0.177752438967,does not converge,,does not converge,
0.7757848736899624,-1.08832927154,1.5008891942,12,-1.37910150508,21
-1.7157064530111903,-0.318439873158,-1.88467010147,5,5.91844676966,8
-2.223991739242555,0.977165818767,-1.62126767145,12,-1.65915177794,11
-1.4545297379517033,1.72953202545,does not converge,,does not converge,
1.1185243850989197,0.506576435093,does not converge,,does not converge,
-0.7289300316626393,1.04944813763,does not converge,,does not converge,
3.1340707352130637,2.00471642333,2.23852729321,9,1.1166427004,15
0.13181767575672243,-4.62113120946,does not converge,,does not converge,
1.1036806147832388,-1.91374764115,2.04123760578,14,-1.06662022599,18
0.6914319456906859,-0.704231403599,1.25333447513,17,-1.77971838421,13
-0.9865581795774094,-1.95979214943,-1.97758353626,12,1.00906105019,23
-1.989169730869091,0.2654627991,-1.84530911362,5,-6.95129812479,6
-2.757679985250952,1.3464091147,-2.12366831614,9,-1.57728157606,10
-0.8216548455629633,0.847906143425,does not converge,,does not converge,
0.9558249007568604,-1.37693633738,1.74493954769,15,-1.26724466224,16
-2.0805864003207644,1.44966844508,does not converge,,does not converge,
-2.173543646249851,3.69266398633,does not converge,,does not converge,
1.0351645645962275,0.443917918515,does not converge,,does not converge,
-0.8093930171024155,-0.343724113998,-1.11708347303,8,3.24995234519,12
-1.2226529371637609,0.561078348331,does not converge,,does not converge,
2.9429754094217193,3.12311123312,does not converge,,does not converge,
-0.9237835359757676,-1.07920371858,-1.59878397288,12,1.48146382108,17
-0.5279564347791115,0.20838426722,does not converge,,does not converge,
1.472172601805383,-0.0762349924842,1.5222528772,4,-19.9679029769,6
-2.6808678532657813,3.31794058127,does not converge,,does not converge,
-0.5979922299018754,-0.526123342159,-1.08354119153,19,2.05950506235,12
2.016489581007144,-0.114667827884,2.07183528653,5,-18.0681515513,4
-0.23518268742076476,1.09560686469,does not converge,,does not converge,
0.616836798303495,-1.90903259136,1.72408531206,32,-0.90314591428,21
-1.8413328685887205,1.06143716659,does not converge,,does not converge,
2.8019334865488212,0.574993289584,2.57898044912,7,4.48523667654,5
-1.7749993766653538,-0.656040511635,-2.08903255911,9,3.18430944567,5
0.02821490693163753,1.12371651767,does not converge,,does not converge,
-2.7492215057314207,1.89782960451,does not converge,,does not converge,
-0.011696280845787665,-1.55190348681,does not converge,,does not converge,
1.8789483932294067,0.930242184445,does not converge,,does not converge,
0.7146372854935823,-2.26798026371,1.90509469237,24,-0.839985265084,26
1.6070278856499822,-1.9081492633,2.40157684027,14,-1.25857890381,9
-3.4419593960820065,1.54027455111,-2.91324085448,6,-1.89137355964,9
2.8761403274648876,2.17617314598,does not converge,,does not converge,
-2.612367058572239,1.65881742645,-1.52356471033,31,-0.918412204525,17
-0.1821703190753392,3.26625791198,does not converge,,does not converge,
0.46713847514571194,-4.47705331255,2.3623061961,54,-0.527629915689,50
-1.8373033166293387,-0.223935090177,-1.9520224978,6,8.71691525093,5
-1.6192302539429555,-0.0170757676233,-1.62970805896,4,95.4398124054,4
2.90119649414479,0.960821617046,2.51991016225,4,2.62265719018,10
0.51259612009077,-0.477079965602,0.993015943092,12,-2.08145916844,22
3.429352327288758,2.53679457201,2.34979121671,12,0.926293667591,14
-0.20120235327180547,-1.90408832055,-1.48417088764,74,0.779431608362,83
0.8094960819911869,1.94460645711,does not converge,,does not converge,
-0.6185625274662367,-1.73307443803,-1.66156725556,28,0.958733767636,22
-3.407341649382764,-0.3747760884,-3.51399403537,6,9.37624912422,4
-1.0043966474819395,0.957992887152,does not converge,,does not converge,
-2.424387236110006,0.800159227665,-2.03026851166,7,-2.53733350993,9
0.01177162633826434,-1.98905906254,does not converge,,does not converge,
-1.3170918402220453,1.08318198126,does not converge,,does not converge,
0.9504539353883974,-1.73865871134,1.87684206551,13,-1.07946255125,22
0.0359320329664512,-1.01884510482,does not converge,,does not converge,
0.19781021348498262,-0.882184422063,1.04336577927,67,-1.18266176986,42
1.3984011048303007,0.123684805227,1.30351346991,6,10.5390094268,5
-0.13831182032938516,1.40204755535,does not converge,,does not converge,
-1.193258486958058,-1.4293562656,-1.93280137227,10,1.35221507041,16
2.714643706353464,1.36676509056,2.04690951309,12,1.49763126704,8
2.5194161649673306,-1.28507031159,2.95438770867,7,-2.29900527923,8
1.6985968692260167,3.45392455582,does not converge,,does not converge,
-0.6699290372632611,-0.361038230338,-1.02288172119,12,2.83317997927,12
-0.7327958781142514,0.650115046702,does not converge,,does not converge,
0.3496038386048754,1.7034978964,does not converge,,does not converge,
-2.271751062239527,0.742723328905,-1.87580455217,11,-2.52557467462,6
1.8891281524765944,0.175358519043,1.79122997588,5,10.2146729862,6
-0.9298925349000116,-0.258130001699,-1.15363999021,7,4.46923093661,9
-3.173098824771433,1.45217605452,-2.61853263691,6,-1.80317345192,10
-1.577311782553057,-0.0273371960336,-1.59445671715,3,58.3255475031,5
-1.5348628414502312,1.14515088986,does not converge,,does not converge,
-2.461545165910188,3.11331443652,does not converge,,does not converge,
-1.3513017000580954,1.84888860706,does not converge,,does not converge,
-2.243140757696044,0.204491069869,-2.14793713448,6,-10.5038193663,5
0.2023053830409105,-1.18814311527,1.19587536193,40,-1.0065130192,84
-1.1152725963167947,0.417363053862,does not converge,,does not converge,
0.23396110117026891,-0.84191158432,1.04198223918,48,-1.23759706908,43
1.3438319015317393,-1.27636076607,1.98639511376,9,-1.55629882516,13
0.018445428379368245,2.9442841095,does not converge,,does not converge,
-0.9914089585071224,-3.5765872444,-2.45078861216,28,0.685244714011,18
1.594473386066015,0.960896259867,does not converge,,does not converge,
-2.141655123682353,-1.5840301631,-2.72331773732,9,1.71922515838,8
-2.089453017147518,0.823121231391,-1.56274829916,11,-1.89855852643,10
1.7507322509393464,0.304167116426,1.55513814837,6,5.11279465095,7
-1.3553844212384827,1.17390428005,does not converge,,does not converge,
0.5576706963172304,2.14175705136,does not converge,,does not converge,
1.021893274347661,0.399043041732,does not converge,,does not converge,
-1.1918459721675854,-2.81435043101,-2.37621203585,11,0.844333612689,24
-1.5450116992405487,0.0772354553517,-1.49328976857,6,-19.3342552549,4
2.2404118946179916,1.77175257029,does not converge,,does not converge,
0.9685855025598387,-1.49377673273,1.79895687758,20,-1.20430311669,12
2.750966423763706,1.34122104964,2.11759001841,11,1.57885001682,9
2.183066624286763,0.357578318959,2.00469526409,6,5.60631171072,6
0.04395396671587548,-2.56744919029,does not converge,,does not converge,
0.6341450482563014,-0.167563209287,0.834848265021,10,-4.982318547,8
-2.42704330395191,2.43123790374,does not converge,,does not converge,
0.6822860512596574,0.00268488699187,0.678328006818,3,252.646743637,5
-0.3537650935181751,0.958957669553,does not converge,,does not converge,
-2.2766551293037645,-0.635764279724,-2.52813045189,6,3.9765244441,7
3.1208625796973752,2.28068534372,1.95312463012,20,0.856344068757,15
-0.9712751293532227,-1.12143512031,-1.65065471465,13,1.47190525716,15
-0.031120014880650082,-2.73656774611,does not converge,,does not converge,
0.23603863201719566,-2.76521334488,1.78511643464,94,-0.645531324363,67
0.4413212382529079,0.613482705437,does not converge,,does not converge,
1.8959692023341992,-1.08321973065,2.35578403586,8,-2.17479260541,9
1.430400457937795,2.61522695868,does not converge,,does not converge,
-0.6899240887538967,-0.0661352574538,-0.775234862399,7,11.7219498452,7
0.5639336945963289,-0.160282572267,0.771642805477,11,-4.81429474937,9
2.245536733208942,-2.91083065857,3.1651738483,10,-1.0873863161,11
0.5945842430423367,-2.26325719068,1.83078332795,37,-0.808904942525,23
1.9092808307188176,-0.518497433657,2.15039572349,6,-4.14736676762,7
1.880481349794756,1.81338543709,does not converge,,does not converge,
0.3361447813941951,-2.04396575274,1.60757145845,55,-0.786484449346,43
2.1018387301083092,1.29377414656,does not converge,,does not converge,
1.205410188604307,-0.28592712577,1.4084236809,8,-4.92580748608,7
2.0669342028308897,1.56162674326,does not converge,,does not converge,
0.2833369320670003,-1.03645515886,1.16952493536,39,-1.12838875872,45
-3.506560566206279,2.11949699552,-2.7302534561,8,-1.28815730698,11
-0.33680443489047374,-1.97975938369,-1.58546214551,37,0.80082519582,59
-2.548131735739912,1.23961091734,-1.89345631363,12,-1.5274620431,10
1.176257112902333,-2.17631058255,2.17628510193,19,-0.999969048775,12
-2.134424546890977,2.22325871541,does not converge,,does not converge,
0.6081425789354697,-2.54130544369,1.92694286571,30,-0.758239863284,32
-2.0868036146489617,0.0939460876312,-2.04076887621,5,-21.7227661709,4
-2.4458554861755877,1.15547287926,-1.80610499019,9,-1.56308541522,13
-2.9166186927041045,3.18014932471,does not converge,,does not converge,
0.11695779325506095,0.92749411574,does not converge,,does not converge,
-0.15560746750584586,0.0250443600627,does not converge,,does not converge,
-0.9853531972001379,0.831490513358,does not converge,,does not converge,
0.6117135022576989,-3.24423071275,2.13283567188,30,-0.657402686641,39
0.3805383592823084,-1.20867298645,1.30602618189,33,-1.08054745442,35
-0.8105757810015701,2.91436389395,does not converge,,does not converge,
-1.8074393300139766,2.8682905815,does not converge,,does not converge,
1.4368691591539307,0.626887889723,does not converge,,does not converge,
0.4310885889577465,-5.01513432222,2.46536474492,61,-0.491559095611,58
-2.3820942606494255,0.017506664053,-2.37472217078,4,-135.646755088,4
-1.0870821741483048,0.504114100709,does not converge,,does not converge,
1.419286045009886,-1.99122323764,2.28915474703,13,-1.14960376024,12
0.4658633050568346,-0.581303040043,1.03016772621,20,-1.77215240855,20
-2.7252312834876062,-0.935877494736,-3.03372181217,6,3.24158264679,7
1.0025834577378774,-2.57252420202,2.18170324344,20,-0.848098887483,19
0.36925166725681446,2.59384322774,does not converge,,does not converge,
1.2521076922868115,-3.07696291296,2.48856354621,16,-0.808758664008,19
-0.8096958005766512,1.97492963629,does not converge,,does not converge,
2.665078904084152,3.06450690112,does not converge,,does not converge,
0.2447821297332693,0.372017027324,does not converge,,does not converge,
2.7836133982282782,4.76188493074,does not converge,,does not converge,
1.8157059426006303,1.05259552112,does not converge,,does not converge,
0.7586345557182681,-1.44805958076,1.64105348784,16,-1.13328470451,22
-2.1880902929302275,0.413048478437,-1.97941638655,3,-4.79221814922,10
-0.22231200806119755,-0.796532117662,-1.0105188287,43,1.26869153412,50
3.3648436849830974,3.35211892664,does not converge,,does not converge,
-1.1271506007910785,-1.1531693255,-1.77632800147,12,1.54040244159,13
-3.1550033704220284,2.36016776986,-1.9356748072,22,-0.82011027408,16
2.8686831425350885,2.76001301859,does not converge,,does not converge,
-3.804902475548249,3.76648474922,does not converge,,does not converge,
0.548055008768618,0.168266693035,does not converge,,does not converge,
-0.6727953106085147,-4.15750282933,-2.4029744113,39,0.577963541577,32
0.6459135230784439,0.0911129893616,0.437819988898,11,4.80500239943,17
0.516055820908861,-0.660294637541,1.11060937518,16,-1.68198750551,22
1.3635645670907253,1.68700058646,does not converge,,does not converge,
-0.9789014282347122,1.75848638052,does not converge,,does not converge,
1.426791970682507,-2.2548250576,2.37584257999,14,-1.05368387351,13
0.6537488918177479,-0.344581229982,0.998764893469,12,-2.89847710073,12
-2.4012216880951756,3.24608577977,does not converge,,does not converge,
-3.663969955137765,4.00456182462,does not converge,,does not converge,
-0.024401227881861942,-1.67236764224,does not converge,,does not converge,
-3.4422582731526346,2.71962574672,-2.21377531149,16,-0.814041759951,16
1.293637789138486,3.37214715707,does not converge,,does not converge,
-0.10819968632423338,-4.70534264073,does not converge,,does not converge,
0.20324080100777175,-1.54144881826,1.3473445868,78,-0.874084441419,62
2.2482583776772,0.389118708755,2.05930273788,8,5.29222309671,4
-0.6135665032097246,0.0043529293457,-0.606388071753,4,-139.305741047,5
-0.5478476224857398,0.195101133251,does not converge,,does not converge,
-0.3037962221587356,-5.74843753729,-2.55427322211,83,0.444322609337,97
-3.0463081156782965,2.94780874042,does not converge,,does not converge,
0.9760262165902169,0.0446737969818,0.927877516307,3,20.7701191955,7
-0.921147676644849,-1.32798147128,-1.70157670532,16,1.28132436221,16
-0.15145472068877375,-0.667617485024,-0.896286528442,60,1.34252629402,64
0.9450426736187651,-1.69494042821,1.85750193432,19,-1.09591079898,15
-0.8964168774588837,-1.57630256869,-1.78133465995,14,1.13005520791,21
1.9687508738266049,-0.477420721849,2.18704636912,6,-4.58095922491,7
1.249888284987923,-3.80287439709,2.67271973134,18,-0.70280262188,20
0.6332833088133327,-0.513552069148,1.10009005191,17,-2.14213541637,11
-2.3018571406214314,0.397922450519,-2.11358918583,7,-5.31156214024,5
2.943280089307806,0.810599174658,2.63573543697,8,3.25159127651,5
-1.203388549013301,0.156779335117,-1.05474551681,7,-6.72758401344,7
0.38260420975012854,-1.70076386533,1.50937095312,32,-0.887497064752,47
0.16773640452125305,-0.396964743974,0.719456924606,40,-1.81246462955,47
-0.4146414477967193,1.03583338396,does not converge,,does not converge,
0.31325553139857076,-1.9209662616,1.55145931571,55,-0.807655135489,47
2.4890849397587482,4.08395453762,does not converge,,does not converge,
-3.803176826010291,3.43775893214,-2.32376113052,23,-0.675890510643,16
0.2343708781222853,-1.35207402917,1.28584355748,58,-0.951048639248,57
-2.3330280071232727,2.714292978,does not converge,,does not converge,
-0.7472348171285823,-1.56347376946,-1.67864652129,17,1.07364561399,24
2.6621974754329556,1.39914836125,1.94155255783,13,1.38765965215,9
-1.534174219027292,-0.360849140499,-1.74139114652,7,4.82581904126,7
-0.7693394659566479,-2.33004405695,-1.95882448803,27,0.84070540759,20
-2.545025169024399,1.6951205152,does not converge,,does not converge,
1.627300820093387,0.451451819082,1.27252955749,7,2.81875204644,12
0.017439038432936815,0.470540893853,does not converge,,does not converge,
-1.9636334311613837,0.76841544852,-1.42404590372,9,-1.85322409217,13
-0.9964081090185086,-1.24637518938,-1.7207289347,12,1.38060133776,17
-0.0012251869833064255,0.273661235268,does not converge,,does not converge,
3.0342275222913484,2.68992333508,does not converge,,does not converge,
0.7199116963641639,-0.574609885484,1.19911641771,16,-2.08681118152,11
-1.0620118061889925,1.00266817512,does not converge,,does not converge,
-2.437278651859351,2.85301539378,does not converge,,does not converge,
-1.1584568133246127,-1.39673281067,-1.89536322639,11,1.35699496855,15
-0.20316418204053432,-0.738951062378,-0.967204772658,67,1.30888310459,31
-1.867539282331041,0.445851873237,-1.58650325151,7,-3.55838373414,8
0.25327441538282836,0.738418709663,does not converge,,does not converge,
0.5463870560906359,-2.23647024983,1.7934419906,31,-0.801919780203,33
-2.286873665398849,4.21662346375,does not converge,,does not converge,
-1.3601631200377309,2.23768051904,does not converge,,does not converge,
-1.431087804686141,1.19876901379,does not converge,,does not converge,
1.982277644078665,2.61959300761,does not converge,,does not converge,
2.6368489303311557,0.338213147836,2.50165328346,5,7.3966768543,6
-0.16001723811779378,-1.82482366246,does not converge,,0.785388416256,85
-1.4490275930731888,-1.09168346829,-1.99596648561,10,1.82833505311,10
-2.951680917611747,3.46138098409,does not converge,,does not converge,
1.3361647572201152,1.48190257109,does not converge,,does not converge,
-0.2881386143646547,-3.97781619949,-2.1437351016,98,0.538938860401,60
-0.23039590669744436,-0.339342659082,-0.709024674578,34,2.08938096539,26
0.7127980698670062,-0.94983698173,1.3941280197,13,-1.46775318798,21
3.4681190325733926,3.02595585429,does not converge,,does not converge,
-1.1015180771786541,-1.10772169807,-1.73864860045,18,1.56955615332,7
0.4810522029538835,-0.294106673052,0.833798166795,13,-2.83497762217,16
-0.11073741467760456,0.944137350311,does not converge,,does not converge,
2.757540369241942,1.66243325537,1.86723362226,19,1.12320375808,9
-2.9171044702495794,-0.78029711051,-3.16374098616,5,4.05453408182,7
-1.2001817480180081,0.335601581476,-0.756688779574,17,-2.2546218633,18
2.480287097885808,3.1944388098,does not converge,,does not converge,
-0.05678374982401602,1.57015115482,does not converge,,does not converge,
-3.2703529858867304,2.43144026046,-2.12753657683,17,-0.875042883246,13
-1.903909621286799,0.407489420749,-1.65816745801,5,-4.06921694882,9
0.09956263337336146,1.85778301732,does not converge,,does not converge,
-1.4748115596115072,-0.154163854251,-1.57282800177,5,10.2023189556,6
-0.4533101469841516,-0.256320075687,-0.781366352599,14,3.04837109758,14
-0.16936834046532123,-0.0252863931507,-0.264856199466,10,10.4738117026,14
1.4534804356188307,-0.150547357876,1.55057137212,5,-10.2995644551,6
1.6432552782949545,-0.858332117623,2.05992717991,9,-2.39991960945,7
1.2975202110079307,-0.445902102248,1.57977518977,10,-3.54287193937,6
0.9784777363991477,1.02136371101,does not converge,,does not converge,
-3.050365279496953,2.17483259811,-1.91415149531,9,-0.880120238342,26
0.8580051927801389,-0.819228518591,1.43064728739,10,-1.74631357862,17
-1.146708987985488,-0.476875258732,-1.47092103682,7,3.08447543109,10
0.0026636402744042442,-1.7318860465,does not converge,,does not converge,
-0.8283739365788656,-1.94430863659,-1.86879961065,21,0.961144999392,20
-2.4845605502897934,1.68823611678,does not converge,,does not converge,
-2.6391812562108794,0.0894451356759,-2.60484317998,4,-29.1222459941,5
2.2317451551058505,-0.0540906517364,2.25572455197,4,-41.7026671295,4
1.7368867173291411,0.361825773294,1.49483822459,8,4.13137345695,7
1.0130748719342346,-0.487765915817,1.36929634331,8,-2.80727670145,12
-2.599125089121528,1.56718745522,-1.64833677956,14,-1.05175854836,20
-1.970825290553126,0.680978414619,-1.52400229821,10,-2.23794087857,9
1.8454026999476603,1.15478509538,does not converge,,does not converge,
-0.8390430457322626,0.503216598974,does not converge,,does not converge,
0.2309975568678615,1.99073041774,does not converge,,does not converge,
1.6859966301024119,0.574374244799,1.21217806604,10,2.11039449358,13
-1.0747440463595224,0.241127061825,-0.755663832251,12,-3.13380587088,13
3.315727964406696,2.09576213326,2.4658048847,10,1.17658397396,11
-0.6486709102850612,-2.01540282773,-1.7805468134,26,0.883461003296,26
2.107610136376711,-0.108460424045,2.15787177508,3,-19.8954856007,6
0.18515636641903388,2.13821646762,does not converge,,does not converge,
-1.4842655160456513,1.39398412394,does not converge,,does not converge,
0.026203232475550564,-0.841157749914,does not converge,,does not converge,
1.6738300669996145,0.253576440401,1.5053825088,6,5.93660444751,7
0.8943961628992128,-2.71095748455,2.15333037597,27,-0.794297847711,17
-3.0489685976907794,2.03159319247,-2.06530429078,13,-1.01660310414,15
1.1292318287227063,-1.12783625157,1.76738246103,13,-1.56704316635,12
0.4612693700102537,-0.431897120103,0.92710502396,16,-2.14663014482,19
1.2935986920778664,-4.18476772978,2.79227256453,22,-0.667233738148,16
1.7874372958217957,-0.561383115172,2.05996006138,7,-3.66943886675,7
1.5298921624607367,-1.15788329604,2.08518959392,12,-1.80086073597,8
0.9656235804836539,-2.06070487464,1.99733532404,17,-0.969264209867,20
-2.195766362806658,-0.600289806195,-2.44162251044,8,4.06740929055,5
-0.5754647475925174,2.38419304014,does not converge,,does not converge,
-0.3217465086405902,-3.6344488127,-2.07409455761,88,0.570689918298,48
-0.2159942879956378,-2.75586963578,-1.77160929857,87,0.642862856009,89
-3.6216423065349885,4.07075370636,does not converge,,does not converge,
0.5873759184901828,-0.144084026361,0.773612613479,7,-5.36923662247,11
-2.190770075753389,0.439915631477,-1.96713193374,7,-4.47161941968,5
0.8386319783246985,-1.27954025283,1.62571257486,12,-1.27054373176,22
0.011086601262813023,1.42255463177,does not converge,,does not converge,
0.9793182975284767,0.0899264403581,0.876755745249,6,9.74964080686,7
-0.3791336421527949,-3.57364905478,-2.08947604308,55,0.584662775222,60
2.3793892164929087,1.63327435627,does not converge,,does not converge,
-2.7983583056344967,2.18667268959,does not converge,,does not converge,
-2.6529568952576126,0.900759085164,-2.25318301815,9,-2.50142137931,6
0.3389241900970732,-3.92395481261,2.15761507868,69,-0.549874852579,65
-0.3532265608697305,1.50757512889,does not converge,,does not converge,
-1.0628856809466423,-2.20934766175,-2.10999289752,19,0.955039536511,15
-0.34243659443940766,-1.37166692733,-1.35487024599,39,0.987719572914,40
-0.5143239942917348,-1.85320974993,-1.64254757547,41,0.886317193927,21
2.1923698814456998,0.641138819795,1.84483210655,7,2.87743352133,8
2.8404420241196005,2.87966414831,does not converge,,does not converge,
0.5944735948232274,-2.03720634787,1.75514632865,41,-0.861536008074,15
-0.8583897000008212,0.827647537743,does not converge,,does not converge,
2.709920516702704,3.20158591354,does not converge,,does not converge,
-0.45732864736001044,-2.49740584897,-1.82542018574,51,0.730915052173,29
-0.22117945968035047,-1.92285651801,-1.5016424865,94,0.780933942821,50
0.5466707236590587,-1.44755927438,1.50715154626,23,-1.04114444791,30
0.36002625097658525,0.452259281358,does not converge,,does not converge,
